model,mode,image_id,level,n_persons_gt,rep,n_input,n_generated,n_think_tokens,n_answer_tokens,latency_ms,budget_hit,parsed_answer,parse_status,correct
qwen3vl4b,instruct,427338,L2,2,0,348,2,0,2,94.7,False,2,ok,True
qwen3vl4b,instruct,481390,L4,14,2,348,3,0,3,115.3,False,12,ok,False
qwen3vl4b,instruct,117719,L1,1,1,348,2,0,2,94.9,False,1,ok,True
qwen3vl4b,instruct,139077,L1,1,1,348,2,0,2,95.0,False,1,ok,True
qwen3vl4b,instruct,14439,L4,14,1,348,3,0,3,115.4,False,10,ok,False
qwen3vl4b,instruct,2006,L2,3,0,348,2,0,2,95.3,False,2,ok,False
qwen3vl4b,instruct,390826,L1,1,0,348,2,0,2,95.2,False,1,ok,True
qwen3vl4b,instruct,455555,L2,2,2,348,2,0,2,95.1,False,2,ok,True
qwen3vl4b,instruct,157756,L4,10,2,348,2,0,2,95.3,False,4,ok,False
qwen3vl4b,instruct,361147,L4,9,2,348,2,0,2,95.3,False,7,ok,False
qwen3vl4b,instruct,537270,L2,3,0,348,2,0,2,94.3,False,3,ok,True
qwen3vl4b,instruct,130699,L3,7,0,348,2,0,2,95.4,False,6,ok,False
qwen3vl4b,instruct,157756,L4,10,1,348,2,0,2,95.2,False,4,ok,False
qwen3vl4b,instruct,169076,L2,2,1,348,2,0,2,94.9,False,2,ok,True
qwen3vl4b,instruct,323496,L3,6,0,348,2,0,2,95.0,False,5,ok,False
qwen3vl4b,instruct,188296,L3,7,1,348,2,0,2,95.3,False,8,ok,False
qwen3vl4b,instruct,357816,L3,4,1,348,2,0,2,95.1,False,5,ok,False
qwen3vl4b,instruct,89648,L4,11,0,348,3,0,3,115.2,False,12,ok,False
qwen3vl4b,instruct,265816,L1,1,0,348,2,0,2,94.8,False,1,ok,True
qwen3vl4b,instruct,416451,L2,2,1,348,2,0,2,94.9,False,3,ok,False
qwen3vl4b,instruct,126137,L4,13,1,348,3,0,3,115.2,False,10,ok,False
qwen3vl4b,instruct,170613,L2,2,1,348,2,0,2,94.9,False,2,ok,True
qwen3vl4b,instruct,44590,L4,12,0,348,3,0,3,115.2,False,10,ok,False
qwen3vl4b,instruct,180487,L2,2,2,348,2,0,2,94.7,False,2,ok,True
qwen3vl4b,instruct,208363,L4,14,2,348,3,0,3,115.3,False,15,ok,False
qwen3vl4b,instruct,114049,L3,6,2,348,2,0,2,94.5,False,5,ok,False
qwen3vl4b,instruct,117425,L2,3,2,348,2,0,2,94.7,False,2,ok,False
qwen3vl4b,instruct,535608,L3,5,0,348,2,0,2,95.1,False,5,ok,True
qwen3vl4b,instruct,117425,L2,3,0,348,2,0,2,95.3,False,2,ok,False
qwen3vl4b,instruct,201426,L2,2,2,348,2,0,2,94.9,False,2,ok,True
qwen3vl4b,instruct,330396,L3,5,0,348,2,0,2,95.3,False,4,ok,False
qwen3vl4b,instruct,361586,L3,4,1,348,2,0,2,95.1,False,7,ok,False
qwen3vl4b,instruct,332570,L1,1,2,348,2,0,2,95.0,False,1,ok,True
qwen3vl4b,instruct,84477,L1,1,2,348,2,0,2,95.0,False,1,ok,True
qwen3vl4b,instruct,477441,L2,3,2,348,2,0,2,95.4,False,0,ok,False
qwen3vl4b,instruct,535608,L3,5,2,348,2,0,2,94.6,False,5,ok,True
qwen3vl4b,instruct,102820,L1,1,2,348,2,0,2,96.0,False,1,ok,True
qwen3vl4b,instruct,481390,L4,14,1,348,3,0,3,115.8,False,12,ok,False
qwen3vl4b,instruct,224664,L4,8,1,348,2,0,2,94.3,False,2,ok,False
qwen3vl4b,instruct,578489,L3,7,2,348,2,0,2,95.2,False,8,ok,False
qwen3vl4b,instruct,507037,L4,14,2,348,3,0,3,115.6,False,13,ok,False
qwen3vl4b,instruct,153529,L4,8,0,348,2,0,2,93.9,False,5,ok,False
qwen3vl4b,instruct,411754,L3,5,2,348,2,0,2,95.3,False,3,ok,False
qwen3vl4b,instruct,102820,L1,1,0,348,2,0,2,95.4,False,1,ok,True
qwen3vl4b,instruct,274066,L3,5,1,348,2,0,2,94.8,False,4,ok,False
qwen3vl4b,instruct,500478,L4,14,1,348,3,0,3,115.0,False,12,ok,False
qwen3vl4b_t,thinking,465180,L3,6,1,350,476,472,1,9705.1,False,5,ok,False
qwen3vl4b_t,thinking,224664,L4,8,1,350,4096,0,4096,102384.1,True,5,no_think_tag,False
qwen3vl4b_t,thinking,180487,L2,2,2,350,81,77,1,1673.6,False,2,ok,True
qwen3vl4b_t,thinking,361586,L3,4,1,350,972,968,1,20550.5,False,8,ok,False
qwen3vl4b_t,thinking,3255,L3,6,1,350,42,38,1,889.2,False,4,ok,False
qwen3vl4b_t,thinking,511647,L1,1,0,350,60,56,1,1250.1,False,1,ok,True
qwen3vl4b_t,thinking,55167,L3,6,1,350,1649,1645,1,36369.7,False,4,ok,False
qwen3vl4b_t,thinking,309173,L1,1,0,350,115,111,1,2348.9,False,0,ok,False
qwen3vl4b_t,thinking,361147,L4,9,1,350,1113,1109,1,23763.1,False,8,ok,False
qwen3vl4b_t,thinking,3553,L1,1,2,350,43,39,1,900.8,False,1,ok,True
qwen3vl4b_t,thinking,31093,L2,3,1,350,660,656,1,13681.9,False,3,ok,True
qwen3vl4b_t,thinking,470924,L4,14,2,350,1914,1910,1,42931.7,False,8,ok,False
qwen3vl4b_t,thinking,82715,L1,1,0,350,50,46,1,1038.9,False,1,ok,True
qwen3vl4b_t,thinking,89296,L2,2,2,350,82,78,1,1694.3,False,2,ok,True
qwen3vl4b_t,thinking,180487,L2,2,1,350,81,77,1,1672.5,False,2,ok,True
qwen3vl4b_t,thinking,1761,L3,5,1,350,142,138,1,2896.3,False,0,ok,False
qwen3vl4b_t,thinking,154087,L3,4,0,350,400,396,1,8155.7,False,4,ok,True
qwen3vl4b_t,thinking,130699,L3,7,2,350,642,638,1,13291.6,False,6,ok,False
qwen3vl4b_t,thinking,173799,L2,2,2,350,96,92,1,1947.2,False,2,ok,True
qwen3vl4b_t,thinking,402774,L1,1,1,350,66,62,1,1375.0,False,1,ok,True
qwen3vl4b_t,thinking,562207,L2,3,2,350,65,61,1,1348.9,False,3,ok,True
qwen3vl4b_t,thinking,224664,L4,8,0,350,4096,0,4096,103521.2,True,5,no_think_tag,False
qwen3vl4b_t,thinking,411754,L3,5,0,350,1040,1036,1,22127.1,False,4,ok,False
qwen3vl4b_t,thinking,470924,L4,14,1,350,1914,1910,1,43013.0,False,8,ok,False
qwen3vl4b_t,thinking,3255,L3,6,0,350,42,38,1,896.7,False,4,ok,False
qwen3vl4b_t,thinking,465836,L2,3,0,350,64,60,1,1313.3,False,3,ok,True
qwen3vl4b_t,thinking,568195,L2,3,1,350,83,79,1,1717.7,False,3,ok,True
qwen3vl4b_t,thinking,114049,L3,6,2,350,1589,1585,1,35013.9,False,5,ok,False
qwen3vl4b_t,thinking,102820,L1,1,1,350,54,50,1,1119.0,False,1,ok,True
qwen3vl4b_t,thinking,208363,L4,14,2,350,3394,3389,2,82773.7,False,12,ok,False
qwen3vl4b_t,thinking,89296,L2,2,0,350,82,78,1,1697.4,False,2,ok,True
qwen3vl4b_t,thinking,416451,L2,2,0,350,4096,0,4096,103660.5,True,2,no_think_tag,True
qwen3vl4b_t,thinking,455555,L2,2,1,350,59,55,1,1240.0,False,2,ok,True
qwen3vl4b_t,thinking,416451,L2,2,2,350,4096,0,4096,103727.1,True,2,no_think_tag,True
qwen3vl4b_t,thinking,527528,L2,2,1,350,282,278,1,5716.6,False,0,ok,False
qwen3vl4b_t,thinking,132544,L4,10,0,350,2382,2378,1,54979.1,False,6,ok,False
qwen3vl4b_t,thinking,450303,L3,6,0,350,384,380,1,7856.2,False,6,ok,True
qwen3vl4b_t,thinking,284764,L1,1,1,350,44,40,1,921.7,False,1,ok,True
qwen3vl4b_t,thinking,394199,L1,1,2,350,71,67,1,1475.7,False,1,ok,True
qwen3vl4b_t,thinking,130699,L3,7,1,350,642,638,1,13307.9,False,6,ok,False
qwen3vl4b_t,thinking,542127,L4,14,0,350,2393,2388,2,55334.2,False,12,ok,False
qwen3vl4b_t,thinking,578489,L3,7,1,350,1260,1256,1,27168.1,False,7,ok,True
qwen3vl4b_t,thinking,83172,L2,3,1,350,87,83,1,1801.5,False,3,ok,True
qwen3vl4b_t,thinking,425906,L4,13,0,350,2827,2822,2,66921.4,False,10,ok,False
qwen3vl4b_t,thinking,301563,L2,3,0,350,86,82,1,1779.7,False,3,ok,True
qwen3vl4b_t,thinking,285047,L1,1,2,350,40,36,1,855.6,False,1,ok,True
qwen3vl4b_t,thinking,154087,L3,4,1,350,400,396,1,8183.8,False,4,ok,True
qwen3vl4b_t,thinking,357816,L3,4,0,350,319,315,1,6511.9,False,4,ok,True
qwen3vl4b_t,thinking,127270,L3,5,2,350,685,681,1,14238.3,False,5,ok,True
qwen3vl4b_t,thinking,89648,L4,11,1,350,4096,0,4096,103693.4,True,4,no_think_tag,False
qwen3vl4b_t,thinking,417249,L3,5,1,350,127,123,1,2600.8,False,4,ok,False
qwen3vl4b_t,thinking,285047,L1,1,1,350,40,36,1,841.3,False,1,ok,True
qwen3vl4b_t,thinking,201426,L2,2,0,350,72,68,1,1480.5,False,2,ok,True
qwen3vl4b_t,thinking,274066,L3,5,0,350,119,115,1,2442.7,False,4,ok,False
qwen3vl4b_t,thinking,506656,L1,1,0,350,56,52,1,1179.4,False,1,ok,True
qwen3vl4b_t,thinking,354307,L1,1,1,350,50,46,1,1056.5,False,1,ok,True
qwen3vl4b_t,thinking,511647,L1,1,2,350,60,56,1,1259.5,False,1,ok,True
qwen3vl4b_t,thinking,477805,L2,2,1,350,40,36,1,861.6,False,1,ok,False
qwen3vl4b_t,thinking,32334,L3,5,0,350,354,350,1,7201.1,False,5,ok,True
qwen3vl4b_t,thinking,1761,L3,5,2,350,142,138,1,2871.0,False,0,ok,False
qwen3vl4b_t,thinking,268378,L4,9,0,350,1118,1114,1,23936.3,False,9,ok,True
qwen3vl4b_t,thinking,507037,L4,14,0,350,4096,0,4096,103789.8,True,9,no_think_tag,False
qwen3vl4b_t,thinking,332570,L1,1,2,350,78,74,1,1595.9,False,1,ok,True
qwen3vl4b_t,thinking,253386,L2,2,1,350,82,78,1,1689.6,False,2,ok,True
qwen3vl4b_t,thinking,450303,L3,6,1,350,384,380,1,7830.7,False,6,ok,True
qwen3vl4b_t,thinking,301563,L2,3,1,350,86,82,1,1786.6,False,3,ok,True
qwen3vl4b_t,thinking,390826,L1,1,1,350,58,54,1,1220.3,False,1,ok,True
qwen3vl4b_t,thinking,411754,L3,5,1,350,1040,1036,1,22150.8,False,4,ok,False
qwen3vl4b_t,thinking,309173,L1,1,1,350,115,111,1,2361.5,False,0,ok,False
qwen3vl4b_t,thinking,89648,L4,11,0,350,4096,0,4096,103786.0,True,4,no_think_tag,False
qwen3vl4b_t,thinking,231580,L3,7,1,350,904,900,1,19040.3,False,6,ok,False
qwen3vl4b_t,thinking,127270,L3,5,1,350,685,681,1,14238.4,False,5,ok,True
qwen3vl4b_t,thinking,213547,L2,2,1,350,77,73,1,1607.4,False,2,ok,True
qwen3vl4b_t,thinking,208363,L4,14,0,350,3394,3389,2,82920.6,False,12,ok,False
qwen3vl4b_t,thinking,74200,L3,6,0,350,1388,1384,1,30252.1,False,0,ok,False
qwen3vl4b_t,thinking,427338,L2,2,2,350,91,87,1,1871.9,False,2,ok,True
qwen3vl4b_t,thinking,301563,L2,3,2,350,86,82,1,1779.7,False,3,ok,True
qwen3vl4b_t,thinking,14439,L4,14,0,350,4096,0,4096,103829.1,True,8,no_think_tag,False
qwen3vl4b_t,thinking,169076,L2,2,2,350,364,360,1,7409.8,False,2,ok,True
qwen3vl4b_t,thinking,1584,L4,11,1,350,1176,1172,1,25270.4,False,4,ok,False
qwen3vl4b_t,thinking,480985,L4,8,2,350,1370,1366,1,29812.9,False,4,ok,False
qwen3vl4b_t,thinking,3553,L1,1,0,350,43,39,1,920.8,False,1,ok,True
qwen3vl4b_t,thinking,25386,L2,3,2,350,76,72,1,1555.1,False,2,ok,False
qwen3vl4b_t,thinking,117425,L2,3,0,350,75,71,1,1563.8,False,2,ok,False
qwen3vl4b_t,thinking,464824,L1,1,1,350,61,57,1,1280.6,False,1,ok,True
qwen3vl4b_t,thinking,537270,L2,3,2,350,84,80,1,1743.6,False,3,ok,True
qwen3vl4b_t,thinking,268378,L4,9,1,350,1118,1114,1,23933.4,False,9,ok,True
qwen3vl4b_t,thinking,36936,L2,2,2,350,48,44,1,1015.9,False,2,ok,True
qwen3vl4b_t,thinking,98287,L4,14,2,350,1650,1645,2,36534.3,False,12,ok,False
qwen3vl4b_t,thinking,464824,L1,1,0,350,61,57,1,1284.0,False,1,ok,True
qwen3vl4b_t,thinking,82715,L1,1,1,350,50,46,1,1039.1,False,1,ok,True
qwen3vl4b_t,thinking,480985,L4,8,1,350,1370,1366,1,29785.4,False,4,ok,False
qwen3vl4b_t,thinking,55167,L3,6,0,350,1649,1645,1,36516.2,False,4,ok,False
qwen3vl4b_t,thinking,130699,L3,7,0,350,642,638,1,13271.6,False,6,ok,False
qwen3vl4b_t,thinking,169076,L2,2,1,350,364,360,1,7422.8,False,2,ok,True
qwen3vl4b_t,thinking,159791,L4,8,0,350,1631,1626,2,36039.0,False,10,ok,False
qwen3vl4b_t,thinking,285047,L1,1,0,350,40,36,1,851.3,False,1,ok,True
qwen3vl4b_t,thinking,377588,L3,6,0,350,303,299,1,6183.2,False,6,ok,True
qwen3vl4b_t,thinking,323496,L3,6,0,350,382,378,1,7819.6,False,6,ok,True
qwen3vl4b_t,thinking,554595,L1,1,1,350,48,44,1,1000.7,False,1,ok,True
qwen3vl4b_t,thinking,96493,L1,1,1,350,55,51,1,1160.2,False,1,ok,True
qwen3vl4b_t,thinking,44590,L4,12,1,350,4096,0,4096,103818.9,True,10,no_think_tag,False
qwen3vl4b_t,thinking,473869,L1,1,1,350,42,38,1,905.8,False,1,ok,True
qwen3vl4b_t,thinking,70739,L2,3,0,350,813,809,1,17042.6,False,3,ok,True
qwen3vl4b_t,thinking,153529,L4,8,2,350,1073,1069,1,22906.2,False,5,ok,False
qwen3vl4b_t,thinking,303863,L3,7,1,350,1930,1926,1,43458.7,False,6,ok,False
qwen3vl4b_t,thinking,554595,L1,1,2,350,48,44,1,1023.3,False,1,ok,True
qwen3vl4b_t,thinking,98287,L4,14,1,350,1650,1645,2,36540.9,False,12,ok,False
qwen3vl4b_t,thinking,224664,L4,8,2,350,4096,0,4096,103869.6,True,5,no_think_tag,False
qwen3vl4b_t,thinking,157756,L4,10,2,350,1524,1520,1,33524.6,False,4,ok,False
qwen3vl4b_t,thinking,188296,L3,7,2,350,4096,0,4096,103882.1,True,70,no_think_tag,False
qwen3vl4b_t,thinking,82715,L1,1,2,350,50,46,1,1060.0,False,1,ok,True
qwen3vl4b_t,thinking,84477,L1,1,2,350,70,66,1,1462.0,False,1,ok,True
qwen3vl4b_t,thinking,153529,L4,8,1,350,1073,1069,1,22929.7,False,5,ok,False
qwen3vl4b_t,thinking,442456,L2,2,0,350,82,78,1,1694.8,False,2,ok,True
qwen3vl4b_t,thinking,332570,L1,1,0,350,78,74,1,1595.6,False,1,ok,True
qwen3vl4b_t,thinking,357748,L3,4,1,350,267,263,1,5421.1,False,3,ok,False
qwen3vl4b_t,thinking,548246,L3,4,2,350,208,204,1,4258.7,False,4,ok,True
qwen3vl4b_t,thinking,562207,L2,3,0,350,65,61,1,1356.8,False,3,ok,True
qwen3vl4b_t,thinking,277020,L3,4,1,350,133,129,1,2698.2,False,4,ok,True
qwen3vl4b_t,thinking,366884,L1,1,2,350,89,85,1,1837.8,False,1,ok,True
qwen3vl4b_t,thinking,122672,L1,1,0,350,54,50,1,1137.7,False,1,ok,True
qwen3vl4b_t,thinking,180487,L2,2,0,350,81,77,1,1652.5,False,2,ok,True
qwen3vl4b_t,thinking,96493,L1,1,2,350,55,51,1,1137.3,False,1,ok,True
qwen3vl4b_t,thinking,535608,L3,5,2,350,449,445,1,9225.1,False,5,ok,True
qwen3vl4b_t,thinking,102820,L1,1,2,350,54,50,1,1139.0,False,1,ok,True
qwen3vl4b_t,thinking,477805,L2,2,0,350,40,36,1,859.6,False,1,ok,False
qwen3vl4b_t,thinking,566923,L4,10,1,350,1618,1613,2,35792.3,False,10,ok,True
qwen3vl4b_t,thinking,568195,L2,3,0,350,83,79,1,1723.3,False,3,ok,True
qwen3vl4b_t,thinking,497344,L1,1,0,350,48,44,1,999.2,False,1,ok,True
qwen3vl4b_t,thinking,390826,L1,1,0,350,58,54,1,1198.5,False,1,ok,True
qwen3vl4b_t,thinking,507037,L4,14,2,350,4096,0,4096,103904.9,True,9,no_think_tag,False
qwen3vl4b_t,thinking,354307,L1,1,0,350,50,46,1,1057.6,False,1,ok,True
qwen3vl4b_t,thinking,84477,L1,1,0,350,70,66,1,1459.1,False,1,ok,True
qwen3vl4b_t,thinking,427338,L2,2,1,350,91,87,1,1881.6,False,2,ok,True
qwen3vl4b_t,thinking,246883,L2,2,0,350,63,59,1,1313.4,False,2,ok,True
qwen3vl4b_t,thinking,537270,L2,3,0,350,84,80,1,1736.2,False,3,ok,True
qwen3vl4b_t,thinking,455555,L2,2,0,350,59,55,1,1218.8,False,2,ok,True
qwen3vl4b_t,thinking,303863,L3,7,2,350,1930,1926,1,43425.2,False,6,ok,False
qwen3vl4b_t,thinking,548246,L3,4,1,350,208,204,1,4206.8,False,4,ok,True
qwen3vl4b_t,thinking,450303,L3,6,2,350,384,380,1,7871.5,False,6,ok,True
qwen3vl4b_t,thinking,1584,L4,11,2,350,1176,1172,1,25235.6,False,4,ok,False
qwen3vl4b_t,thinking,470924,L4,14,0,350,1914,1910,1,43043.1,False,8,ok,False
qwen3vl4b_t,thinking,528314,L4,9,1,350,1921,1916,2,43252.2,False,10,ok,False
qwen3vl4b_t,thinking,70739,L2,3,1,350,813,809,1,17049.1,False,3,ok,True
qwen3vl4b_t,thinking,561256,L1,1,2,350,48,44,1,1020.5,False,1,ok,True
qwen3vl4b_t,thinking,455555,L2,2,2,350,59,55,1,1238.1,False,2,ok,True
qwen3vl4b_t,thinking,442456,L2,2,2,350,82,78,1,1697.5,False,2,ok,True
qwen3vl4b_t,thinking,500478,L4,14,2,350,4096,0,4096,103864.8,True,1,no_think_tag,False
qwen3vl4b_t,thinking,122672,L1,1,2,350,54,50,1,1127.3,False,1,ok,True
qwen3vl4b_t,thinking,165681,L4,12,1,350,1097,1093,1,23480.6,False,7,ok,False
qwen3vl4b_t,thinking,481390,L4,14,1,350,4096,0,4096,103889.5,True,1,no_think_tag,False
qwen3vl4b_t,thinking,535608,L3,5,1,350,449,445,1,9223.1,False,5,ok,True
qwen3vl4b_t,thinking,159791,L4,8,2,350,1631,1626,2,36129.2,False,10,ok,False
qwen3vl4b_t,thinking,165681,L4,12,0,350,1097,1093,1,23423.2,False,7,ok,False
qwen3vl4b_t,thinking,126137,L4,13,2,350,2836,2831,2,67263.1,False,11,ok,False
qwen3vl4b_t,thinking,528314,L4,9,0,350,1921,1916,2,43202.1,False,10,ok,False
qwen3vl4b_t,thinking,122672,L1,1,1,350,54,50,1,1118.3,False,1,ok,True
qwen3vl4b_t,thinking,535608,L3,5,0,350,449,445,1,9221.6,False,5,ok,True
qwen3vl4b_t,thinking,477805,L2,2,2,350,40,36,1,866.4,False,1,ok,False
qwen3vl4b_t,thinking,377393,L4,10,0,350,1575,1571,1,34713.5,False,3,ok,False
qwen3vl4b_t,thinking,402774,L1,1,0,350,66,62,1,1381.5,False,1,ok,True
qwen3vl4b_t,thinking,192670,L4,9,2,350,4096,0,4096,103937.6,True,5,no_think_tag,False
qwen3vl4b_t,thinking,284764,L1,1,2,350,44,40,1,923.4,False,1,ok,True
qwen3vl4b_t,thinking,295420,L1,1,1,350,141,137,1,2883.1,False,2,ok,False
qwen3vl4b_t,thinking,359833,L1,1,0,350,53,49,1,1123.1,False,1,ok,True
qwen3vl4b_t,thinking,1584,L4,11,0,350,1176,1172,1,25255.9,False,4,ok,False
qwen3vl4b_t,thinking,25386,L2,3,0,350,76,72,1,1586.2,False,2,ok,False
qwen3vl4b_t,thinking,220764,L1,1,2,350,66,62,1,1386.7,False,1,ok,True
qwen3vl4b_t,thinking,554002,L4,10,1,350,1854,1850,1,41539.0,False,6,ok,False
qwen3vl4b_t,thinking,332570,L1,1,1,350,78,74,1,1593.4,False,1,ok,True
qwen3vl4b_t,thinking,201426,L2,2,2,350,72,68,1,1486.6,False,2,ok,True
qwen3vl4b_t,thinking,427338,L2,2,0,350,91,87,1,1891.2,False,2,ok,True
qwen3vl4b_t,thinking,55167,L3,6,2,350,1649,1645,1,36538.2,False,4,ok,False
qwen3vl4b_t,thinking,96493,L1,1,0,350,55,51,1,1136.3,False,1,ok,True
qwen3vl4b_t,thinking,36539,L2,2,1,350,52,48,1,1105.3,False,2,ok,True
qwen3vl4b_t,thinking,83172,L2,3,2,350,87,83,1,1771.3,False,3,ok,True
qwen3vl4b_t,thinking,154087,L3,4,2,350,400,396,1,8207.5,False,4,ok,True
qwen3vl4b_t,thinking,25386,L2,3,1,350,76,72,1,1569.0,False,2,ok,False
qwen3vl4b_t,thinking,309173,L1,1,2,350,115,111,1,2373.6,False,0,ok,False
qwen3vl4b_t,thinking,201426,L2,2,1,350,72,68,1,1497.8,False,2,ok,True
qwen3vl4b_t,thinking,354307,L1,1,2,350,50,46,1,1061.8,False,1,ok,True
qwen3vl4b_t,thinking,361586,L3,4,0,350,972,968,1,20607.8,False,8,ok,False
qwen3vl4b_t,thinking,274066,L3,5,1,350,119,115,1,2449.2,False,4,ok,False
qwen3vl4b_t,thinking,126137,L4,13,1,350,2836,2831,2,67254.0,False,11,ok,False
qwen3vl4b_t,thinking,170613,L2,2,1,350,64,60,1,1315.5,False,2,ok,True
qwen3vl4b_t,thinking,126137,L4,13,0,350,2836,2831,2,67268.3,False,11,ok,False
qwen3vl4b_t,thinking,542127,L4,14,2,350,2393,2388,2,55307.6,False,12,ok,False
qwen3vl4b_t,thinking,274066,L3,5,2,350,119,115,1,2422.7,False,4,ok,False
qwen3vl4b_t,thinking,32334,L3,5,1,350,354,350,1,7216.5,False,5,ok,True
qwen3vl4b_t,thinking,18150,L2,2,1,350,74,70,1,1537.5,False,2,ok,True
qwen3vl4b_t,thinking,36539,L2,2,2,350,52,48,1,1081.3,False,2,ok,True
qwen3vl4b_t,thinking,139077,L1,1,2,350,57,53,1,1206.6,False,1,ok,True
qwen3vl4b_t,thinking,165681,L4,12,2,350,1097,1093,1,23455.5,False,7,ok,False
qwen3vl4b_t,thinking,265816,L1,1,2,350,70,66,1,1464.0,False,1,ok,True
qwen3vl4b_t,thinking,36936,L2,2,0,350,48,44,1,1002.1,False,2,ok,True
qwen3vl4b_t,thinking,357816,L3,4,1,350,319,315,1,6481.8,False,4,ok,True
qwen3vl4b_t,thinking,44590,L4,12,0,350,4096,0,4096,103926.9,True,10,no_think_tag,False
qwen3vl4b_t,thinking,361147,L4,9,0,350,1113,1109,1,23834.6,False,8,ok,False
qwen3vl4b_t,thinking,102820,L1,1,0,350,54,50,1,1144.7,False,1,ok,True
qwen3vl4b_t,thinking,477441,L2,3,0,350,200,196,1,4075.1,False,0,ok,False
qwen3vl4b_t,thinking,157756,L4,10,0,350,1524,1520,1,33528.3,False,4,ok,False
qwen3vl4b_t,thinking,188296,L3,7,1,350,4096,0,4096,103924.3,True,70,no_think_tag,False
qwen3vl4b_t,thinking,36539,L2,2,0,350,52,48,1,1103.3,False,2,ok,True
qwen3vl4b_t,thinking,425906,L4,13,2,350,2827,2822,2,66997.8,False,10,ok,False
qwen3vl4b_t,thinking,390826,L1,1,2,350,58,54,1,1211.4,False,1,ok,True
qwen3vl4b_t,thinking,477441,L2,3,1,350,200,196,1,4063.3,False,0,ok,False
qwen3vl4b_t,thinking,554002,L4,10,0,350,1854,1850,1,41544.1,False,6,ok,False
qwen3vl4b_t,thinking,98287,L4,14,0,350,1650,1645,2,36493.5,False,12,ok,False
qwen3vl4b_t,thinking,253386,L2,2,2,350,82,78,1,1703.2,False,2,ok,True
qwen3vl4b_t,thinking,111086,L3,4,1,350,385,381,1,7882.1,False,2,ok,False
qwen3vl4b_t,thinking,465180,L3,6,0,350,476,472,1,9759.0,False,5,ok,False
qwen3vl4b_t,thinking,411754,L3,5,2,350,1040,1036,1,22151.3,False,4,ok,False
qwen3vl4b_t,thinking,192670,L4,9,1,350,4096,0,4096,103833.0,True,5,no_think_tag,False
qwen3vl4b_t,thinking,330396,L3,5,2,350,1085,1081,1,23184.3,False,5,ok,True
qwen3vl4b_t,thinking,442456,L2,2,1,350,82,78,1,1701.6,False,2,ok,True
qwen3vl4b_t,thinking,231580,L3,7,2,350,904,900,1,19095.2,False,6,ok,False
qwen3vl4b_t,thinking,2006,L2,3,2,350,82,78,1,1674.3,False,2,ok,False
qwen3vl4b_t,thinking,31093,L2,3,2,350,660,656,1,13708.7,False,3,ok,True
qwen3vl4b_t,thinking,402774,L1,1,2,350,66,62,1,1377.9,False,1,ok,True
qwen3vl4b_t,thinking,330396,L3,5,0,350,1085,1081,1,23135.1,False,5,ok,True
qwen3vl4b_t,thinking,327701,L3,4,1,350,158,154,1,3201.8,False,3,ok,False
qwen3vl4b_t,thinking,111086,L3,4,2,350,385,381,1,7860.9,False,2,ok,False
qwen3vl4b_t,thinking,192670,L4,9,0,350,4096,0,4096,103890.9,True,5,no_think_tag,False
qwen3vl4b_t,thinking,465180,L3,6,2,350,476,472,1,9787.4,False,5,ok,False
qwen3vl4b_t,thinking,277020,L3,4,2,350,133,129,1,2718.5,False,4,ok,True
qwen3vl4b_t,thinking,253386,L2,2,0,350,82,78,1,1703.9,False,2,ok,True
qwen3vl4b_t,thinking,562207,L2,3,1,350,65,61,1,1336.8,False,3,ok,True
qwen3vl4b_t,thinking,231580,L3,7,0,350,904,900,1,19091.7,False,6,ok,False
qwen3vl4b_t,thinking,542127,L4,14,1,350,2393,2388,2,55317.6,False,12,ok,False
qwen3vl4b_t,thinking,213547,L2,2,2,350,77,73,1,1599.9,False,2,ok,True
qwen3vl4b_t,thinking,268378,L4,9,2,350,1118,1114,1,23897.2,False,9,ok,True
qwen3vl4b_t,thinking,84477,L1,1,1,350,70,66,1,1443.6,False,1,ok,True
qwen3vl4b_t,thinking,139077,L1,1,0,350,57,53,1,1179.4,False,1,ok,True
qwen3vl4b_t,thinking,117719,L1,1,2,350,61,57,1,1287.3,False,1,ok,True
qwen3vl4b_t,thinking,527528,L2,2,0,350,282,278,1,5730.1,False,0,ok,False
qwen3vl4b_t,thinking,83172,L2,3,0,350,87,83,1,1775.4,False,3,ok,True
qwen3vl4b_t,thinking,471789,L4,12,1,350,4096,0,4096,103909.3,True,8,no_think_tag,False
qwen3vl4b_t,thinking,3553,L1,1,1,350,43,39,1,916.3,False,1,ok,True
qwen3vl4b_t,thinking,361147,L4,9,2,350,1113,1109,1,23829.6,False,8,ok,False
qwen3vl4b_t,thinking,568195,L2,3,2,350,83,79,1,1719.6,False,3,ok,True
qwen3vl4b_t,thinking,44590,L4,12,2,350,4096,0,4096,103933.4,True,10,no_think_tag,False
qwen3vl4b_t,thinking,357748,L3,4,2,350,267,263,1,5436.6,False,3,ok,False
qwen3vl4b_t,thinking,159791,L4,8,1,350,1631,1626,2,36088.3,False,10,ok,False
qwen3vl4b_t,thinking,220764,L1,1,1,350,66,62,1,1357.0,False,1,ok,True
qwen3vl4b_t,thinking,6771,L4,8,0,350,751,747,1,15677.2,False,8,ok,True
qwen3vl4b_t,thinking,473869,L1,1,0,350,42,38,1,905.2,False,1,ok,True
qwen3vl4b_t,thinking,3255,L3,6,2,350,42,38,1,882.1,False,4,ok,False
