model,image_id,level,n_persons_gt,mode,rep,n_input,n_generated,latency_ms,budget_hit,parsed_answer,parse_status,correct
qwenvl7b,84477,L1,1,stepwise,1,469,96,2610.0,False,1,ok,True
qwenvl7b,82715,L1,1,direct,0,440,2,179.1,False,1,ok,True
qwenvl7b,303863,L3,7,direct,0,440,2,179.9,False,4,ok,False
qwenvl7b,157756,L4,10,stepwise,0,469,134,3599.3,False,3,ok,False
qwenvl7b,332570,L1,1,direct,1,440,2,178.6,False,1,ok,True
qwenvl7b,507037,L4,14,stepwise,0,469,179,4770.4,False,9,ok,False
qwenvl7b,201426,L2,2,direct,0,440,2,179.5,False,2,ok,True
qwenvl7b,188465,L4,14,stepwise,1,469,246,6524.6,False,5,ok,False
qwenvl7b,535608,L3,5,stepwise,2,469,82,2246.9,False,4,ok,False
qwenvl7b,537270,L2,3,direct,0,440,2,178.3,False,3,ok,True
qwenvl7b,578489,L3,7,direct,0,440,2,179.5,False,6,ok,False
qwenvl7b,542127,L4,14,stepwise,2,469,114,3077.2,False,12,ok,False
qwenvl7b,114049,L3,6,direct,1,440,2,178.6,False,6,ok,True
qwenvl7b,359833,L1,1,stepwise,2,469,69,1911.3,False,1,ok,True
qwenvl7b,188465,L4,14,stepwise,0,469,246,6521.0,False,5,ok,False
qwenvl7b,31093,L2,3,stepwise,2,469,85,2322.7,False,2,ok,False
qwenvl7b,455555,L2,2,direct,1,440,2,178.8,False,2,ok,True
qwenvl7b,2006,L2,3,direct,0,440,2,179.1,False,2,ok,False
qwenvl7b,497344,L1,1,direct,1,440,2,179.3,False,1,ok,True
qwenvl7b,277020,L3,4,direct,0,440,2,179.6,False,3,ok,False
qwenvl7b,173799,L2,2,stepwise,2,469,114,3076.6,False,2,ok,True
qwenvl7b,1584,L4,11,direct,1,440,2,179.6,False,5,ok,False
qwenvl7b,70739,L2,3,stepwise,2,469,143,3833.1,False,2,ok,False
qwenvl7b,357816,L3,4,stepwise,1,469,121,3260.2,False,5,ok,False
qwenvl7b,246883,L2,2,stepwise,2,469,108,2923.8,False,2,ok,True
qwenvl7b,1584,L4,11,direct,2,440,2,178.4,False,5,ok,False
qwenvl7b,89296,L2,2,stepwise,1,469,114,3077.0,False,2,ok,True
qwenvl7b,126137,L4,13,stepwise,1,469,144,3856.5,False,7,ok,False
qwenvl7b,14439,L4,14,direct,0,440,3,205.0,False,15,ok,False
qwenvl7b,394199,L1,1,stepwise,0,469,58,1626.8,False,1,ok,True
qwenvl7b,98287,L4,14,direct,2,440,3,205.2,False,10,ok,False
qwenvl7b,173799,L2,2,direct,0,440,2,179.3,False,2,ok,True
qwenvl7b,6771,L4,8,stepwise,2,469,164,4381.2,False,7,ok,False
qwenvl7b,130699,L3,7,stepwise,1,469,163,4352.0,False,6,ok,False
qwenvl7b,265816,L1,1,stepwise,0,469,63,1756.0,False,1,ok,True
qwenvl7b,127270,L3,5,direct,0,440,2,179.0,False,5,ok,True
qwenvl7b,507037,L4,14,stepwise,1,469,179,4769.5,False,9,ok,False
qwenvl7b,82715,L1,1,stepwise,1,469,42,1210.4,False,1,ok,True
qwenvl7b,465836,L2,3,direct,0,440,2,178.2,False,3,ok,True
qwenvl7b,411754,L3,5,stepwise,2,469,129,3466.6,False,2,ok,False
qwenvl7b,170613,L2,2,direct,0,440,2,178.8,False,2,ok,True
qwenvl7b,323496,L3,6,stepwise,2,469,167,4454.9,False,6,ok,True
qwenvl7b,32334,L3,5,stepwise,0,469,121,3261.3,False,4,ok,False
qwenvl7b,497344,L1,1,direct,0,440,2,178.8,False,1,ok,True
qwenvl7b,357816,L3,4,direct,2,440,2,179.4,False,5,ok,False
qwenvl7b,578489,L3,7,stepwise,2,469,179,4769.9,False,6,ok,False
qwenvl7b,277020,L3,4,stepwise,1,469,134,3597.0,False,3,ok,False
qwenvl7b,246883,L2,2,direct,1,440,2,179.1,False,2,ok,True
qwenvl7b,361147,L4,9,stepwise,1,469,190,5055.6,False,3,ok,False
qwenvl7b,18150,L2,2,stepwise,1,469,94,2557.7,False,2,ok,True
qwenvl7b,268378,L4,9,stepwise,0,469,151,4039.7,False,8,ok,False
qwenvl7b,31093,L2,3,direct,2,440,2,179.1,False,2,ok,False
qwenvl7b,269121,L1,1,stepwise,2,469,83,2270.8,False,1,ok,True
qwenvl7b,327701,L3,4,direct,0,440,2,178.9,False,3,ok,False
qwenvl7b,18150,L2,2,stepwise,2,469,94,2558.5,False,2,ok,True
qwenvl7b,477441,L2,3,stepwise,2,469,151,4038.3,False,1,ok,False
qwenvl7b,157756,L4,10,direct,0,440,2,179.5,False,4,ok,False
qwenvl7b,84477,L1,1,stepwise,2,469,96,2611.2,False,1,ok,True
qwenvl7b,188465,L4,14,direct,1,440,4,231.4,False,100,ok,False
qwenvl7b,201426,L2,2,stepwise,1,469,77,2116.7,False,2,ok,True
qwenvl7b,188296,L3,7,stepwise,1,469,144,3855.9,False,6,ok,False
qwenvl7b,44590,L4,12,direct,0,440,3,204.1,False,12,ok,True
qwenvl7b,89648,L4,11,stepwise,0,469,187,4977.8,False,8,ok,False
qwenvl7b,542127,L4,14,direct,2,440,3,205.6,False,17,ok,False
qwenvl7b,464824,L1,1,stepwise,0,469,58,1627.3,False,1,ok,True
qwenvl7b,170613,L2,2,direct,1,440,2,179.0,False,2,ok,True
qwenvl7b,246883,L2,2,direct,2,440,2,179.0,False,2,ok,True
qwenvl7b,89296,L2,2,direct,1,440,2,178.6,False,2,ok,True
qwenvl7b,450303,L3,6,direct,0,440,2,179.7,False,5,ok,False
qwenvl7b,327701,L3,4,stepwise,0,469,96,2610.3,False,3,ok,False
qwenvl7b,111086,L3,4,direct,0,440,2,178.8,False,2,ok,False
qwenvl7b,231580,L3,7,stepwise,0,469,163,4349.3,False,7,ok,True
qwenvl7b,269121,L1,1,direct,2,440,2,179.1,False,1,ok,True
qwenvl7b,55167,L3,6,direct,2,440,2,179.2,False,4,ok,False
qwenvl7b,274066,L3,5,stepwise,0,469,144,3856.5,False,3,ok,False
qwenvl7b,323496,L3,6,direct,0,440,2,178.9,False,6,ok,True
qwenvl7b,477441,L2,3,stepwise,0,469,151,4042.3,False,1,ok,False
qwenvl7b,25386,L2,3,direct,0,440,2,178.7,False,2,ok,False
qwenvl7b,180487,L2,2,direct,0,440,2,178.7,False,2,ok,True
qwenvl7b,25386,L2,3,direct,2,440,2,179.1,False,2,ok,False
qwenvl7b,477441,L2,3,direct,1,440,2,179.6,False,0,ok,False
qwenvl7b,130699,L3,7,direct,0,440,2,179.6,False,6,ok,False
qwenvl7b,477441,L2,3,direct,0,440,2,179.7,False,0,ok,False
qwenvl7b,285047,L1,1,stepwise,2,469,79,2167.4,False,1,ok,True
qwenvl7b,535608,L3,5,stepwise,1,469,82,2246.3,False,4,ok,False
qwenvl7b,84477,L1,1,direct,2,440,2,178.2,False,1,ok,True
qwenvl7b,511647,L1,1,stepwise,2,469,93,2533.0,False,1,ok,True
qwenvl7b,268378,L4,9,direct,1,440,2,178.5,False,9,ok,True
qwenvl7b,542127,L4,14,stepwise,1,469,114,3081.6,False,12,ok,False
qwenvl7b,192670,L4,9,direct,1,440,2,179.5,False,5,ok,False
qwenvl7b,1761,L3,5,direct,1,440,2,180.4,False,0,ok,False
qwenvl7b,535608,L3,5,direct,1,440,2,179.9,False,5,ok,True
qwenvl7b,511647,L1,1,direct,0,440,2,179.6,False,1,ok,True
qwenvl7b,188296,L3,7,direct,0,440,2,178.8,False,6,ok,False
qwenvl7b,309173,L1,1,direct,0,440,2,178.8,False,0,ok,False
qwenvl7b,31093,L2,3,stepwise,0,469,85,2326.7,False,2,ok,False
qwenvl7b,114049,L3,6,direct,0,440,2,178.5,False,6,ok,True
qwenvl7b,354307,L1,1,direct,0,440,2,179.3,False,1,ok,True
qwenvl7b,111086,L3,4,direct,2,440,2,179.0,False,2,ok,False
qwenvl7b,122672,L1,1,stepwise,0,469,65,1807.6,False,1,ok,True
qwenvl7b,224664,L4,8,stepwise,0,469,136,3647.8,False,5,fallback_last_number,False
qwenvl7b,154087,L3,4,direct,1,440,2,179.2,False,4,ok,True
qwenvl7b,89648,L4,11,stepwise,2,469,187,4978.5,False,8,ok,False
qwenvl7b,32334,L3,5,direct,1,440,2,178.7,False,5,ok,True
qwenvl7b,527528,L2,2,direct,2,440,2,179.0,False,0,ok,False
qwenvl7b,500478,L4,14,direct,1,440,3,206.7,False,20,ok,False
qwenvl7b,153529,L4,8,direct,1,440,2,180.0,False,5,ok,False
qwenvl7b,566923,L4,10,stepwise,1,469,150,4012.4,False,5,ok,False
qwenvl7b,70739,L2,3,stepwise,1,469,143,3831.0,False,2,ok,False
qwenvl7b,36539,L2,2,direct,1,440,2,178.9,False,2,ok,True
qwenvl7b,411754,L3,5,direct,2,440,2,179.0,False,4,ok,False
qwenvl7b,127270,L3,5,stepwise,0,469,167,4454.7,False,5,ok,True
qwenvl7b,31093,L2,3,direct,0,440,2,179.4,False,2,ok,False
qwenvl7b,390826,L1,1,stepwise,1,469,89,2433.6,False,1,ok,True
qwenvl7b,117719,L1,1,direct,2,440,2,179.4,False,1,ok,True
qwenvl7b,566923,L4,10,direct,2,440,3,205.9,False,10,ok,True
qwenvl7b,44590,L4,12,stepwise,1,469,103,2796.9,False,4,ok,False
qwenvl7b,465180,L3,6,direct,2,440,2,179.0,False,5,ok,False
qwenvl7b,192670,L4,9,stepwise,0,469,75,2064.1,False,5,ok,False
qwenvl7b,32334,L3,5,direct,0,440,2,178.8,False,5,ok,True
qwenvl7b,465180,L3,6,stepwise,1,469,131,3521.9,False,4,ok,False
qwenvl7b,527528,L2,2,stepwise,1,469,80,2196.0,False,0,ok,False
qwenvl7b,268378,L4,9,stepwise,1,469,151,4038.5,False,8,ok,False
qwenvl7b,117425,L2,3,direct,1,440,2,179.5,False,2,ok,False
qwenvl7b,303863,L3,7,stepwise,0,469,132,3547.4,False,0,ok,False
qwenvl7b,6771,L4,8,direct,0,440,2,178.2,False,7,ok,False
qwenvl7b,253386,L2,2,direct,2,440,2,179.1,False,2,ok,True
qwenvl7b,32334,L3,5,direct,2,440,2,179.3,False,5,ok,True
qwenvl7b,561256,L1,1,direct,1,440,2,180.2,False,1,ok,True
qwenvl7b,497344,L1,1,direct,2,440,2,179.8,False,1,ok,True
qwenvl7b,14439,L4,14,stepwise,2,469,153,4092.3,False,5,ok,False
qwenvl7b,417249,L3,5,stepwise,1,469,140,3752.5,False,4,ok,False
qwenvl7b,139077,L1,1,direct,0,440,2,179.2,False,1,ok,True
qwenvl7b,332570,L1,1,direct,0,440,2,180.7,False,1,ok,True
qwenvl7b,208363,L4,14,stepwise,1,469,191,5088.6,False,16,ok,False
qwenvl7b,477441,L2,3,direct,2,440,2,179.4,False,0,ok,False
qwenvl7b,327701,L3,4,stepwise,1,469,96,2610.7,False,3,ok,False
qwenvl7b,377588,L3,6,direct,2,440,2,178.5,False,6,ok,True
qwenvl7b,295420,L1,1,stepwise,2,469,104,2818.0,False,1,ok,True
qwenvl7b,500478,L4,14,direct,0,440,3,206.6,False,20,ok,False
qwenvl7b,180487,L2,2,direct,2,440,2,180.7,False,2,ok,True
qwenvl7b,542127,L4,14,stepwise,0,469,114,3075.6,False,12,ok,False
qwenvl7b,417249,L3,5,direct,0,440,2,179.6,False,4,ok,False
qwenvl7b,36936,L2,2,direct,2,440,2,182.2,False,2,ok,True
qwenvl7b,480985,L4,8,stepwise,0,469,176,4694.6,False,2,ok,False
qwenvl7b,465836,L2,3,stepwise,2,469,90,2453.9,False,3,ok,True
qwenvl7b,554002,L4,10,direct,2,440,2,179.0,False,6,ok,False
qwenvl7b,506656,L1,1,stepwise,2,469,52,1473.5,False,1,ok,True
qwenvl7b,416451,L2,2,stepwise,2,469,103,2788.0,False,3,ok,False
qwenvl7b,127270,L3,5,stepwise,1,469,167,4456.8,False,5,ok,True
qwenvl7b,481390,L4,14,stepwise,2,469,512,13548.4,True,32,fallback_last_number,False
qwenvl7b,366884,L1,1,stepwise,1,469,95,2584.6,False,1,ok,True
qwenvl7b,170613,L2,2,stepwise,1,469,103,2791.2,False,2,ok,True
qwenvl7b,295420,L1,1,direct,0,440,2,179.4,False,0,ok,False
qwenvl7b,561256,L1,1,stepwise,0,469,78,2144.4,False,1,ok,True
qwenvl7b,82715,L1,1,direct,1,440,2,179.0,False,1,ok,True
qwenvl7b,224664,L4,8,direct,1,440,3,207.3,False,10,ok,False
qwenvl7b,554595,L1,1,direct,1,440,2,178.7,False,1,ok,True
qwenvl7b,285047,L1,1,direct,2,440,2,178.8,False,1,ok,True
qwenvl7b,548246,L3,4,stepwise,2,469,131,3517.7,False,4,ok,True
qwenvl7b,548246,L3,4,direct,0,440,2,178.6,False,4,ok,True
qwenvl7b,96493,L1,1,direct,1,440,2,179.9,False,1,ok,True
qwenvl7b,3553,L1,1,stepwise,0,469,106,2868.2,False,1,ok,True
qwenvl7b,96493,L1,1,stepwise,1,469,69,1910.1,False,1,ok,True
qwenvl7b,31093,L2,3,stepwise,1,469,85,2327.8,False,2,ok,False
qwenvl7b,332570,L1,1,stepwise,0,469,28,851.3,False,1,ok,True
qwenvl7b,157756,L4,10,direct,1,440,2,179.2,False,4,ok,False
qwenvl7b,6771,L4,8,stepwise,1,469,164,4379.4,False,7,ok,False
qwenvl7b,169076,L2,2,direct,1,440,2,180.6,False,2,ok,True
qwenvl7b,500478,L4,14,stepwise,1,469,115,3100.8,False,16,ok,False
qwenvl7b,528314,L4,9,stepwise,1,469,107,2895.6,False,8,ok,False
qwenvl7b,165681,L4,12,stepwise,2,469,125,3364.2,False,1,ok,False
qwenvl7b,554002,L4,10,direct,1,440,2,178.3,False,6,ok,False
qwenvl7b,332570,L1,1,stepwise,1,469,28,853.2,False,1,ok,True
qwenvl7b,542127,L4,14,direct,0,440,3,205.3,False,17,ok,False
qwenvl7b,480985,L4,8,direct,0,440,2,179.5,False,6,ok,False
qwenvl7b,36936,L2,2,stepwise,0,469,93,2531.1,False,2,ok,True
qwenvl7b,481390,L4,14,direct,1,440,3,205.4,False,25,ok,False
qwenvl7b,470924,L4,14,stepwise,0,469,121,3258.7,False,4,ok,False
qwenvl7b,269121,L1,1,direct,0,440,2,178.3,False,1,ok,True
qwenvl7b,332570,L1,1,stepwise,2,469,28,847.9,False,1,ok,True
qwenvl7b,231580,L3,7,stepwise,2,469,163,4354.8,False,7,ok,True
qwenvl7b,506656,L1,1,stepwise,1,469,52,1473.2,False,1,ok,True
qwenvl7b,542127,L4,14,direct,1,440,3,206.5,False,17,ok,False
qwenvl7b,62355,L3,5,stepwise,0,469,85,2327.0,False,4,ok,False
qwenvl7b,1584,L4,11,stepwise,0,469,127,3414.0,False,0,ok,False
qwenvl7b,511647,L1,1,stepwise,1,469,93,2531.2,False,1,ok,True
qwenvl7b,36539,L2,2,direct,2,440,2,179.6,False,2,ok,True
qwenvl7b,303863,L3,7,direct,2,440,2,180.2,False,4,ok,False
qwenvl7b,36936,L2,2,stepwise,2,469,93,2531.3,False,2,ok,True
qwenvl7b,330396,L3,5,direct,2,440,2,179.3,False,5,ok,True
qwenvl7b,14439,L4,14,direct,1,440,3,206.2,False,15,ok,False
qwenvl7b,450303,L3,6,direct,1,440,2,179.5,False,5,ok,False
qwenvl7b,366884,L1,1,direct,0,440,2,179.4,False,1,ok,True
qwenvl7b,224664,L4,8,direct,2,440,3,206.0,False,10,ok,False
qwenvl7b,265816,L1,1,direct,1,440,2,178.8,False,1,ok,True
qwenvl7b,32334,L3,5,stepwise,1,469,121,3261.9,False,4,ok,False
qwenvl7b,416451,L2,2,direct,2,440,2,179.5,False,3,ok,False
qwenvl7b,188296,L3,7,stepwise,2,469,144,3857.2,False,6,ok,False
qwenvl7b,425906,L4,13,stepwise,1,469,89,2427.7,False,11,ok,False
qwenvl7b,455555,L2,2,direct,2,440,2,178.8,False,2,ok,True
qwenvl7b,357748,L3,4,stepwise,1,469,56,1576.5,False,0,ok,False
qwenvl7b,455555,L2,2,stepwise,2,469,86,2351.4,False,2,ok,True
qwenvl7b,361586,L3,4,stepwise,1,469,125,3364.7,False,4,ok,True
qwenvl7b,132544,L4,10,direct,2,440,2,179.1,False,5,ok,False
qwenvl7b,201426,L2,2,direct,2,440,2,179.4,False,2,ok,True
qwenvl7b,83172,L2,3,stepwise,1,469,97,2638.0,False,3,ok,True
qwenvl7b,528314,L4,9,stepwise,2,469,107,2893.4,False,8,ok,False
qwenvl7b,480985,L4,8,stepwise,1,469,176,4692.6,False,2,ok,False
qwenvl7b,114049,L3,6,stepwise,0,469,118,3182.0,False,4,ok,False
qwenvl7b,277020,L3,4,direct,2,440,2,179.2,False,3,ok,False
qwenvl7b,359833,L1,1,stepwise,0,469,69,1915.2,False,1,ok,True
qwenvl7b,366884,L1,1,direct,2,440,2,180.1,False,1,ok,True
qwenvl7b,213547,L2,2,direct,1,440,2,180.6,False,2,ok,True
qwenvl7b,159791,L4,8,direct,2,440,2,179.9,False,0,ok,False
qwenvl7b,139077,L1,1,stepwise,2,469,66,1836.1,False,1,ok,True
qwenvl7b,295420,L1,1,stepwise,1,469,104,2819.8,False,1,ok,True
qwenvl7b,114049,L3,6,stepwise,2,469,118,3183.1,False,4,ok,False
qwenvl7b,568195,L2,3,direct,2,440,2,179.7,False,3,ok,True
qwenvl7b,455555,L2,2,direct,0,440,2,181.0,False,2,ok,True
qwenvl7b,295420,L1,1,stepwise,0,469,104,2822.4,False,1,ok,True
qwenvl7b,117425,L2,3,stepwise,2,469,92,2509.5,False,2,ok,False
qwenvl7b,165681,L4,12,stepwise,0,469,125,3363.0,False,1,ok,False
qwenvl7b,84477,L1,1,direct,1,440,2,179.0,False,1,ok,True
qwenvl7b,477805,L2,2,stepwise,0,469,47,1340.4,False,1,ok,False
qwenvl7b,139077,L1,1,direct,2,440,2,179.1,False,1,ok,True
qwenvl7b,500478,L4,14,direct,2,440,3,206.6,False,20,ok,False
qwenvl7b,1761,L3,5,direct,2,440,2,178.9,False,0,ok,False
qwenvl7b,390826,L1,1,direct,2,440,2,180.1,False,1,ok,True
qwenvl7b,354307,L1,1,stepwise,1,469,45,1291.0,False,1,ok,True
qwenvl7b,253386,L2,2,stepwise,0,469,89,2427.1,False,2,ok,True
qwenvl7b,323496,L3,6,direct,1,440,2,178.6,False,6,ok,True
qwenvl7b,62355,L3,5,stepwise,1,469,85,2330.1,False,4,ok,False
qwenvl7b,62355,L3,5,direct,1,440,2,178.9,False,5,ok,True
qwenvl7b,89296,L2,2,direct,2,440,2,178.6,False,2,ok,True
qwenvl7b,309173,L1,1,stepwise,1,469,45,1290.2,False,0,ok,False
qwenvl7b,477441,L2,3,stepwise,1,469,151,4040.2,False,1,ok,False
qwenvl7b,309173,L1,1,stepwise,2,469,45,1287.9,False,0,ok,False
qwenvl7b,473869,L1,1,stepwise,1,469,69,1911.1,False,1,ok,True
qwenvl7b,3553,L1,1,stepwise,2,469,106,2870.3,False,1,ok,True
qwenvl7b,117425,L2,3,direct,0,440,2,178.3,False,2,ok,False
qwenvl7b,36936,L2,2,stepwise,1,469,93,2535.5,False,2,ok,True
qwenvl7b,528314,L4,9,direct,0,440,3,205.3,False,12,ok,False
qwenvl7b,165681,L4,12,direct,0,440,3,206.0,False,10,ok,False
qwenvl7b,417249,L3,5,direct,1,440,2,178.9,False,4,ok,False
qwenvl7b,127270,L3,5,direct,2,440,2,180.4,False,5,ok,True
qwenvl7b,427338,L2,2,direct,2,440,2,180.0,False,2,ok,True
qwenvl7b,357816,L3,4,direct,1,440,2,180.4,False,5,ok,False
qwenvl7b,295420,L1,1,direct,2,440,2,179.3,False,0,ok,False
qwenvl7b,354307,L1,1,direct,1,440,2,180.2,False,1,ok,True
qwenvl7b,102820,L1,1,stepwise,1,469,64,1785.2,False,1,ok,True
qwenvl7b,303863,L3,7,stepwise,1,469,132,3547.2,False,0,ok,False
qwenvl7b,231580,L3,7,direct,1,440,2,179.0,False,7,ok,True
qwenvl7b,1761,L3,5,stepwise,0,469,36,1058.6,False,0,ok,False
qwenvl7b,277020,L3,4,stepwise,0,469,134,3597.9,False,3,ok,False
qwenvl7b,285047,L1,1,stepwise,0,469,79,2169.3,False,1,ok,True
qwenvl7b,285047,L1,1,direct,0,440,2,178.9,False,1,ok,True
qwenvl7b,70739,L2,3,direct,1,440,2,180.7,False,2,ok,False
qwenvl7b,497344,L1,1,stepwise,1,469,21,670.0,False,1,ok,True
qwenvl7b,470924,L4,14,direct,2,440,2,178.8,False,5,ok,False
qwenvl7b,122672,L1,1,direct,1,440,2,180.6,False,1,ok,True
qwenvl7b,265816,L1,1,stepwise,1,469,63,1759.3,False,1,ok,True
qwenvl7b,55167,L3,6,direct,1,440,2,179.2,False,4,ok,False
qwenvl7b,295420,L1,1,direct,1,440,2,178.7,False,0,ok,False
qwenvl7b,359833,L1,1,direct,2,440,2,179.3,False,1,ok,True
qwenvl7b,568195,L2,3,direct,1,440,2,179.5,False,3,ok,True
qwenvl7b,464824,L1,1,stepwise,1,469,58,1626.0,False,1,ok,True
qwenvl7b,126137,L4,13,direct,2,440,3,205.5,False,10,ok,False
qwenvl7b,3553,L1,1,direct,2,440,2,179.4,False,1,ok,True
qwenvl7b,154087,L3,4,stepwise,0,469,154,4122.9,False,3,ok,False
qwenvl7b,132544,L4,10,stepwise,1,469,170,4533.1,False,3,ok,False
qwenvl7b,332570,L1,1,direct,2,440,2,181.2,False,1,ok,True
qwenvl7b,36936,L2,2,direct,0,440,2,178.2,False,2,ok,True
qwenvl7b,111086,L3,4,stepwise,0,469,94,2560.0,False,1,ok,False
qwenvl7b,265816,L1,1,stepwise,2,469,63,1758.6,False,1,ok,True
qwenvl7b,274066,L3,5,direct,2,440,2,179.6,False,4,ok,False
qwenvl7b,192670,L4,9,stepwise,2,469,75,2066.6,False,5,ok,False
qwenvl7b,554002,L4,10,direct,0,440,2,178.0,False,6,ok,False
qwenvl7b,117425,L2,3,stepwise,0,469,92,2505.8,False,2,ok,False
qwenvl7b,192670,L4,9,direct,2,440,2,178.5,False,5,ok,False
qwenvl7b,425906,L4,13,direct,1,440,3,205.8,False,15,ok,False
qwenvl7b,62355,L3,5,direct,2,440,2,178.5,False,5,ok,True
qwenvl7b,568195,L2,3,stepwise,2,469,86,2350.2,False,3,ok,True
qwenvl7b,554595,L1,1,direct,2,440,2,179.5,False,1,ok,True
qwenvl7b,2006,L2,3,direct,1,440,2,178.9,False,2,ok,False
qwenvl7b,323496,L3,6,stepwise,1,469,167,4460.9,False,6,ok,True
qwenvl7b,117719,L1,1,direct,1,440,2,179.4,False,1,ok,True
qwenvl7b,323496,L3,6,stepwise,0,469,167,4456.5,False,6,ok,True
qwenvl7b,220764,L1,1,direct,2,440,2,178.7,False,1,ok,True
qwenvl7b,471789,L4,12,stepwise,1,469,120,3238.4,False,8,ok,False
qwenvl7b,114049,L3,6,direct,2,440,2,179.2,False,6,ok,True
qwenvl7b,427338,L2,2,direct,1,440,2,179.3,False,2,ok,True
qwenvl7b,224664,L4,8,stepwise,1,469,136,3650.9,False,5,fallback_last_number,False
qwenvl7b,402774,L1,1,stepwise,0,469,49,1392.2,False,1,ok,True
qwenvl7b,566923,L4,10,stepwise,2,469,150,4016.3,False,5,ok,False
qwenvl7b,402774,L1,1,direct,0,440,2,179.3,False,1,ok,True
qwenvl7b,562207,L2,3,stepwise,0,469,106,2873.9,False,3,ok,True
qwenvl7b,111086,L3,4,stepwise,2,469,94,2560.5,False,1,ok,False
qwenvl7b,274066,L3,5,direct,0,440,2,178.4,False,4,ok,False
qwenvl7b,359833,L1,1,stepwise,1,469,69,1908.0,False,1,ok,True
qwenvl7b,18150,L2,2,direct,0,440,2,179.2,False,2,ok,True
qwenvl7b,269121,L1,1,stepwise,1,469,83,2274.7,False,1,ok,True
qwenvl7b,309173,L1,1,direct,1,440,2,179.4,False,0,ok,False
qwenvl7b,213547,L2,2,direct,0,440,2,180.1,False,2,ok,True
qwenvl7b,231580,L3,7,direct,0,440,2,179.5,False,7,ok,True
qwenvl7b,74200,L3,6,direct,2,440,2,179.8,False,0,ok,False
qwenvl7b,537270,L2,3,stepwise,0,469,130,3495.5,False,3,ok,True
qwenvl7b,506656,L1,1,direct,1,440,2,179.8,False,1,ok,True
qwenvl7b,36539,L2,2,stepwise,1,469,103,2791.9,False,2,ok,True
qwenvl7b,98287,L4,14,stepwise,0,469,111,3002.2,False,3,ok,False
qwenvl7b,74200,L3,6,direct,0,440,2,179.0,False,0,ok,False
qwenvl7b,327701,L3,4,stepwise,2,469,96,2611.1,False,3,ok,False
qwenvl7b,511647,L1,1,stepwise,0,469,93,2531.0,False,1,ok,True
qwenvl7b,96493,L1,1,direct,2,440,2,179.1,False,1,ok,True
qwenvl7b,561256,L1,1,direct,2,440,2,179.2,False,1,ok,True
qwenvl7b,416451,L2,2,stepwise,1,469,103,2795.1,False,3,ok,False
qwenvl7b,361147,L4,9,stepwise,0,469,190,5059.7,False,3,ok,False
qwenvl7b,96493,L1,1,stepwise,0,469,69,1912.3,False,1,ok,True
qwenvl7b,354307,L1,1,stepwise,0,469,45,1286.9,False,1,ok,True
qwenvl7b,44590,L4,12,direct,1,440,3,205.1,False,12,ok,True
qwenvl7b,2006,L2,3,stepwise,0,469,134,3599.3,False,2,ok,False
qwenvl7b,301563,L2,3,direct,2,440,2,178.8,False,3,ok,True
qwenvl7b,14439,L4,14,direct,2,440,3,205.6,False,15,ok,False
qwenvl7b,507037,L4,14,direct,0,440,3,206.3,False,15,ok,False
qwenvl7b,1584,L4,11,direct,0,440,2,180.2,False,5,ok,False
qwenvl7b,188465,L4,14,direct,0,440,4,234.3,False,100,ok,False
qwenvl7b,89648,L4,11,direct,1,440,3,205.8,False,10,ok,False
qwenvl7b,361147,L4,9,direct,2,440,2,179.9,False,8,ok,False
qwenvl7b,98287,L4,14,direct,0,440,3,206.4,False,10,ok,False
qwenvl7b,62355,L3,5,direct,0,440,2,179.0,False,5,ok,True
qwenvl7b,84477,L1,1,direct,0,440,2,179.7,False,1,ok,True
qwenvl7b,481390,L4,14,direct,0,440,3,206.5,False,25,ok,False
qwenvl7b,357748,L3,4,direct,1,440,2,179.3,False,3,ok,False
qwenvl7b,417249,L3,5,direct,2,440,2,180.0,False,4,ok,False
qwenvl7b,169076,L2,2,direct,0,440,2,179.5,False,2,ok,True
qwenvl7b,566923,L4,10,stepwise,0,469,150,4018.9,False,5,ok,False
qwenvl7b,528314,L4,9,stepwise,0,469,107,2894.5,False,8,ok,False
qwenvl7b,357748,L3,4,stepwise,0,469,56,1574.6,False,0,ok,False
qwenvl7b,500478,L4,14,stepwise,0,469,115,3104.2,False,16,ok,False
qwenvl7b,411754,L3,5,stepwise,1,469,129,3471.1,False,2,ok,False
qwenvl7b,377393,L4,10,direct,0,440,3,206.2,False,10,ok,True
qwenvl7b,464824,L1,1,direct,2,440,2,179.5,False,1,ok,True
qwenvl7b,127270,L3,5,direct,1,440,2,179.9,False,5,ok,True
qwenvl7b,83172,L2,3,direct,1,440,2,179.4,False,3,ok,True
qwenvl7b,417249,L3,5,stepwise,2,469,140,3757.3,False,4,ok,False
qwenvl7b,425906,L4,13,direct,2,440,3,205.6,False,15,ok,False
qwenvl7b,470924,L4,14,stepwise,1,469,121,3260.1,False,4,ok,False
qwenvl7b,366884,L1,1,stepwise,0,469,95,2583.8,False,1,ok,True
qwenvl7b,361586,L3,4,direct,1,440,2,178.6,False,7,ok,False
qwenvl7b,1761,L3,5,direct,0,440,2,180.0,False,0,ok,False
qwenvl7b,390826,L1,1,direct,0,440,2,180.2,False,1,ok,True
qwenvl7b,98287,L4,14,direct,1,440,3,206.2,False,10,ok,False
qwenvl7b,411754,L3,5,direct,0,440,2,178.6,False,4,ok,False
